"gene","pi"
"ENSG00000038532","0.000757813641526313"
"ENSG00000038945","0.000488510001741815"
"ENSG00000039068","0.000835499992328031"
"ENSG00000039123","0.000344129999575671"
"ENSG00000039139","0.00122460455300329"
"ENSG00000039319","0.000265825001406483"
"ENSG00000039523","0.000147349997860147"
"ENSG00000039537","0.000757211107864148"
"ENSG00000039560","0.000989266656688415"
"ENSG00000039600","0.00064044999453472"
"ENSG00000039650","0.00060149998171255"
"ENSG00000039987","0.000105500002973713"
"ENSG00000040199","0.000659933328279294"
"ENSG00000040275","0.000590766663663089"
"ENSG00000040341","0.000715989999298472"
"ENSG00000040487","0.00139664998278022"
"ENSG00000040531","0.00129410001682118"
"ENSG00000040608","0.000531050012796186"
"ENSG00000040731","0.000978520003263839"
"ENSG00000040933","0.000403038460018042"
"ENSG00000041353","0.000764276921892395"
"ENSG00000041357","0.0012224999954924"
"ENSG00000041515","0.00111146046452463"
"ENSG00000041802","0.00140356664390614"
"ENSG00000041880","0.000106100000266451"
"ENSG00000041982","0.000888649997068569"
"ENSG00000041988","0.000687699997797608"
"ENSG00000042062","0.000640971428115985"
"ENSG00000042088","0.0001845750002758"
"ENSG00000042286","0.000673033316464474"
"ENSG00000042304","0.00242324999999255"
"ENSG00000042317","0.000340283334177608"
"ENSG00000042429","0.000494174993946217"
"ENSG00000042445","0.000185600001714192"
"ENSG00000042493","0.000857225008076057"
"ENSG00000042753","0.000454699998954311"
"ENSG00000042781","0.000659032787776506"
"ENSG00000042813","0.000748599993087174"
"ENSG00000042832","0.0011934160022065"
"ENSG00000042980","0.000741560012102127"
"ENSG00000043039","0.000824133336815673"
"ENSG00000043093","0.000293499993858859"
"ENSG00000043143","0.000686024985043332"
"ENSG00000043462","0.00059037499158876"
"ENSG00000043514","0.000603819987736642"
"ENSG00000043591","0.000572099990677088"
"ENSG00000044090","0.000197666663249644"
"ENSG00000044115","0.00053293182017197"
"ENSG00000044446","9.69499999428081e-05"
"ENSG00000044459","0.000903680002084002"
"ENSG00000044524","0.000519363634918012"
"ENSG00000044574","0.000321200001053512"
"ENSG00000046604","0.000755679991561919"
"ENSG00000046647","0.000433200009865686"
"ENSG00000046651","0.000275950005743653"
"ENSG00000046653","0.000661681817622263"
"ENSG00000046774","0.000379050004994497"
"ENSG00000046889","0.00115145769870231"
"ENSG00000047056","0.000735383335268125"
"ENSG00000047188","0.00102654999742905"
"ENSG00000047230","0.000420700003815"
"ENSG00000047249","0.000140127271482594"
"ENSG00000047315","0.000865666661411524"
"ENSG00000047346","0.000448954540347172"
"ENSG00000047365","0.000707711999421008"
"ENSG00000047410","0.000579260004451498"
"ENSG00000047457","0.000413916655816138"
"ENSG00000047578","0.00026506315809552"
"ENSG00000047579","0.000493145452558317"
"ENSG00000047597","0.000138639999204315"
"ENSG00000047617","0.000928962493162544"
"ENSG00000047621","0.000255239999387413"
"ENSG00000047634","3.47999994119164e-05"
"ENSG00000047644","0.000303954547482797"
"ENSG00000047648","0.000324742497969055"
"ENSG00000047662","0.000926524997339584"
"ENSG00000047849","0.000294424999992771"
"ENSG00000047932","0.000781552176467021"
"ENSG00000047936","0.000764716666405244"
"ENSG00000048028","0.000531075005710591"
"ENSG00000048052","0.000629859725348878"
"ENSG00000048140","0.000800799985881895"
"ENSG00000048162","0.000558649975573644"
"ENSG00000048342","0.000587690904715352"
"ENSG00000048392","0.000479333345235015"
"ENSG00000048405","0.000948316669867684"
"ENSG00000048462","0.000769899983424693"
"ENSG00000048471","0.00114188261416174"
"ENSG00000048540","0.000257780001265928"
"ENSG00000048544","0.00140750000718981"
"ENSG00000048545","0.00118240003939718"
"ENSG00000048649","0.000468772732843222"
"ENSG00000048707","0.000132168181153247"
"ENSG00000048740","0.000811964286965251"
"ENSG00000048828","0.000634488885730712"
"ENSG00000048991","0.000184193333310153"
"ENSG00000049089","0.000293499993858859"
"ENSG00000049130","0.000354662500285485"
"ENSG00000049167","0.000629333328106441"
"ENSG00000049192","0.000624508693125909"
"ENSG00000049239","0.000785466671610872"
"ENSG00000049245","0.000995300011709332"
"ENSG00000049246","0.000922766659641638"
"ENSG00000049247","0.000857599981827661"
"ENSG00000049249","0.000312800009851344"
"ENSG00000049283","0.00109080001129769"
"ENSG00000049319","0.000447659997735173"
"ENSG00000049323","0.00094709411239498"
"ENSG00000049449","0.000701799999660579"
"ENSG00000049540","0.000267033334239386"
"ENSG00000049541","0.000156199996126816"
"ENSG00000049618","0.000559977143296107"
"ENSG00000049656","0.00083259999519214"
"ENSG00000049759","0.000862571996403858"
"ENSG00000049768","0.000142700002470519"
"ENSG00000049769","0.000257199993939139"
"ENSG00000049860","0.000779249996412545"
"ENSG00000049883","0.000186159999429947"
"ENSG00000050030","0.000136657143359896"
"ENSG00000050130","0.0010673999786377"
"ENSG00000050165","0.000981449988709452"
"ENSG00000050327","0.000609999988228083"
"ENSG00000050344","0.000365633323478202"
"ENSG00000050393","0.000741099996957928"
"ENSG00000050405","0.000524799996388278"
"ENSG00000050426","0.000775349995819852"
"ENSG00000050438","0.000641990902791308"
"ENSG00000050555","0.00138323333036775"
"ENSG00000050628","0.000733026664238423"
"ENSG00000050730","0.000571722216490242"
"ENSG00000050748","0.000880800001323223"
"ENSG00000050767","0.00107954782256654"
"ENSG00000050820","0.000821833324152976"
"ENSG00000051009","0.000489699993825828"
"ENSG00000051108","0.000940099998842925"
"ENSG00000051180","0.000802533332413683"
"ENSG00000051341","0.000553577782637957"
"ENSG00000051382","0.000473066674506602"
"ENSG00000051620","0.000308599992422387"
"ENSG00000051825","0.000827033344345788"
"ENSG00000052126","0.000331573334794181"
"ENSG00000052344","0.000409500004025176"
"ENSG00000052723","0.000214799998502713"
"ENSG00000052749","0.00119695998728275"
"ENSG00000052795","0.000402930002019275"
"ENSG00000052802","0.00117129998398013"
"ENSG00000052841","0.000400758331428127"
"ENSG00000052850","0.00104249999276362"
"ENSG00000053108","0.000714462855830789"
"ENSG00000053254","0.00078387058516348"
"ENSG00000053328","0.000562862504011719"
"ENSG00000053371","0.000633699994068593"
"ENSG00000053372","0.0012474000104703"
"ENSG00000053524","0.000665505002689315"
"ENSG00000053702","0.000445600002421997"
"ENSG00000053747","0.000402968420913615"
"ENSG00000053770","0.000154166666713233"
"ENSG00000053900","0.000989860016852617"
"ENSG00000053918","0.000753314283169207"
"ENSG00000054116","0.000439299998106435"
"ENSG00000054118","0.000284533326824506"
"ENSG00000054219","0.000992066679625875"
"ENSG00000054267","0.000714153329802987"
"ENSG00000054277","0.000693871427626748"
"ENSG00000054282","0.000431946667958982"
"ENSG00000054356","0.000349799985997379"
"ENSG00000054392","0.00111323571971817"
"ENSG00000054523","0.000683071430622866"
"ENSG00000054611","0.00106129355375625"
"ENSG00000054654","0.000543031038150416"
"ENSG00000054690","0.000716559996362776"
"ENSG00000054793","0.00118893748003757"
"ENSG00000054796","0.000228649994824082"
"ENSG00000054938","0.000572733328832934"
"ENSG00000054965","0.000303328572564559"
"ENSG00000054967","0.000370449997717515"
"ENSG00000054983","0.00126298000104725"
"ENSG00000055044","0.000443899989477359"
"ENSG00000055070","0.00045193334032471"
"ENSG00000055130","0.000627469996106811"
"ENSG00000055147","0.000811099996402239"
"ENSG00000055163","0.000910883330410191"
"ENSG00000055208","0.00100733683671263"
"ENSG00000055211","0.000217900000279769"
"ENSG00000055332","0.000631900009466335"
"ENSG00000055483","0.000430000004901861"
"ENSG00000055609","0.000137672726189273"
"ENSG00000055732","0.000400833339275171"
"ENSG00000055813","0.00078598823679118"
"ENSG00000055917","0.00044980000166106"
"ENSG00000055950","0.000287800008663908"
"ENSG00000055955","0.000480600006994791"
"ENSG00000055957","0.000630300006984423"
"ENSG00000056050","0.000611550000030547"
"ENSG00000056097","0.000651000002916488"
