"","alpha.symbol","Fishers.exact.test.P.value","MKT.table.Polymorphism1","MKT.table.Polymorphism2","MKT.table.Divergence1","MKT.table.Divergence2","Divergence.metrics.Ka","Divergence.metrics.Ks","Divergence.metrics.omega","Divergence.metrics.omegaA","Divergence.metrics.omegaD","gene"
"ENSG00000009307.15_3","0.5","1","2","1","1","1","0.000609013398294762","0.00267379679144385","0.227771010962241","0.113885505481121","0.113885505481121","ENSG00000009307.15_3"
"ENSG00000009709.11_3","-6","0.135664335664336","2","4","7","2","0.00198807157057654","0.0257352941176471","0.077250781028117","-0.463504686168702","0.540755467196819","ENSG00000009709.11_3"
"ENSG00000009724.16_3","0.25","1","3","6","3","8","0.00600150037509377","0.00903614457831325","0.664166041510378","0.166041510377594","0.498124531132783","ENSG00000009724.16_3"
"ENSG00000009790.14_4","0.928571428571429","0.090909090909091","4","1","2","7","0.0065359477124183","0.00956937799043062","0.683006535947712","0.63422035480859","0.0487861811391223","ENSG00000009790.14_4"
"ENSG00000010165.19_3","0.666666666666667","1","2","2","1","3","0.00224550898203593","0.0031055900621118","0.723053892215569","0.482035928143713","0.241017964071856","ENSG00000010165.19_3"
"ENSG00000010932.16_3","1","0.142857142857143","2","0","1","4","0.00383877159309021","0.00427350427350427","0.898272552783109","0.898272552783109","0","ENSG00000010932.16_3"
"ENSG00000011007.12_3","0.148148148148148","1","2","4","23","54","0.0348387096774194","0.0655270655270655","0.531669004207574","0.078765778401122","0.452903225806452","ENSG00000011007.12_3"
"ENSG00000011021.21_3","-0.714285714285714","0.666846143491722","3","4","9","7","0.00386740331491713","0.0185185185185185","0.208839779005525","-0.149171270718232","0.358011049723757","ENSG00000011021.21_3"
"ENSG00000014914.20_3","-3","1","1","2","2","1","0.00073909830007391","0.00543478260869565","0.135994087213599","-0.407982261640798","0.543976348854398","ENSG00000014914.20_3"
"ENSG00000016490.15_3","0.166666666666667","1","2","2","5","6","0.00337078651685393","0.0116550116550117","0.289213483146067","0.0482022471910112","0.241011235955056","ENSG00000016490.15_3"
"ENSG00000018625.14_3","-1.5","1","4","2","5","1","0.000512557662737058","0.00957854406130268","0.0535110199897489","-0.0802665299846233","0.133777549974372","ENSG00000018625.14_3"
"ENSG00000021852.12_3","0","1","2","4","3","6","0.00519930675909879","0.0122448979591837","0.424610051993068","0","0.424610051993068","ENSG00000021852.12_3"
"ENSG00000024526.16_3","1","1","2","3","0","1","0.000632111251580278","0","Inf","Inf","NaN","ENSG00000024526.16_3"
"ENSG00000026751.16_4","1","0.363636363636364","1","0","3","7","0.0101744186046512","0.0208333333333333","0.488372093023256","0.488372093023256","0","ENSG00000026751.16_4"
"ENSG00000027644.4_3","-4","0.306943056943057","1","5","5","5","0.00205930807248764","0.00712250712250712","0.289126853377265","-1.15650741350906","1.44563426688633","ENSG00000027644.4_3"
"ENSG00000027869.11_4","-0.333333333333333","1","1","2","2","3","0.00392670157068063","0.00917431192660551","0.428010471204188","-0.142670157068063","0.570680628272251","ENSG00000027869.11_4"
"ENSG00000028137.18_3","-11","0.0949050949050948","1","3","8","2","0.00221729490022173","0.03125","0.0709534368070953","-0.780487804878049","0.851441241685144","ENSG00000028137.18_3"
"ENSG00000033122.18_3","0.4","1","5","1","3","1","0.000332336324360253","0.00463678516228748","0.0716738672870278","0.0286695469148111","0.0430043203722167","ENSG00000033122.18_3"
"ENSG00000034971.16_3","-1.57142857142857","0.602941176470588","1","3","6","7","0.00697211155378486","0.0277777777777778","0.250996015936255","-0.394422310756972","0.645418326693227","ENSG00000034971.16_3"
"ENSG00000037637.10_3","-1","1","1","2","1","1","0.0007097232079489","0.002710027100271","0.261887863733144","-0.261887863733144","0.523775727466288","ENSG00000037637.10_3"
"ENSG00000040487.12_3","0.333333333333333","1","3","3","2","3","0.0055045871559633","0.0122699386503067","0.448623853211009","0.14954128440367","0.299082568807339","ENSG00000040487.12_3"
"ENSG00000042781.12_3","-1.015625","0.122066397543211","10","43","30","64","0.00628683693516699","0.0124172185430464","0.506299934512115","-0.514210870988867","1.02051080550098","ENSG00000042781.12_3"
"ENSG00000043514.15_3","-2","1","1","1","3","1","0.00111234705228031","0.0146341463414634","0.0760103819058213","-0.152020763811643","0.228031145717464","ENSG00000043514.15_3"
"ENSG00000044012.3_3","0.5","1","1","1","1","2","0.00952380952380952","0.0161290322580645","0.590476190476191","0.295238095238095","0.295238095238095","ENSG00000044012.3_3"
"ENSG00000047410.13_3","-1.6","0.382101102558768","4","4","13","5","0.00109601052170101","0.0134297520661157","0.0816106296158905","-0.130577007385425","0.212187637001315","ENSG00000047410.13_3"
"ENSG00000048707.13_3","-2.21428571428571","0.114066420362507","4","10","18","14","0.00165641268338855","0.00907258064516129","0.18257348688016","-0.404269863806068","0.586843350686228","ENSG00000048707.13_3"
"ENSG00000049089.13_3","-5.4","0.294117647058823","1","4","8","5","0.00371747211895911","0.0164948453608247","0.225371747211896","-1.21700743494424","1.44237918215613","ENSG00000049089.13_3"
"ENSG00000049239.12_3","0","1","5","5","8","8","0.00528750826173166","0.0199004975124378","0.265697290152016","0","0.265697290152016","ENSG00000049239.12_3"
"ENSG00000049246.14_3","-0.881578947368421","0.517062310885067","4","11","13","19","0.0080270384452894","0.0224525043177893","0.357511943063274","-0.31517500243736","0.672686945500634","ENSG00000049246.14_3"
"ENSG00000050628.20_3","-3","1","1","2","2","1","0.00125470514429109","0.00873362445414847","0.14366373902133","-0.43099121706399","0.57465495608532","ENSG00000050628.20_3"
"ENSG00000054267.21_3","-1","1","1","2","2","2","0.000774293457220286","0.00409836065573771","0.18892760356175","-0.18892760356175","0.3778552071235","ENSG00000054267.21_3"
"ENSG00000054282.15_3","0.777777777777778","0.380434782608696","1","1","4","18","0.0130151843817787","0.0168776371308017","0.771149674620391","0.599783080260304","0.171366594360087","ENSG00000054282.15_3"
"ENSG00000054523.17_3","-0.428571428571429","1","7","5","6","3","0.00085348506401138","0.00746268656716418","0.114366998577525","-0.0490144279617964","0.163381426539321","ENSG00000054523.17_3"
"ENSG00000055732.12_3","-1","1","1","1","2","1","0.00092678405931418","0.0101010101010101","0.0917516218721038","-0.0917516218721038","0.183503243744208","ENSG00000055732.12_3"
"ENSG00000057468.6_3","-1.5","0.622069107363225","2","5","5","5","0.0027292576419214","0.0126903553299492","0.215065502183406","-0.322598253275109","0.537663755458515","ENSG00000057468.6_3"
"ENSG00000058085.14_3","0.636363636363636","0.371202943419931","4","4","4","11","0.00480559196155526","0.00754716981132075","0.636740934906072","0.40519877675841","0.231542158147663","ENSG00000058085.14_3"
"ENSG00000058453.16_3","-2.75","0.00980648850620551","8","20","30","20","0.00565131393048884","0.0273224043715847","0.206838089855891","-0.568804747103702","0.775642836959593","ENSG00000058453.16_3"
"ENSG00000058668.14_3","-6","0.282051282051282","4","4","7","1","0.00043122035360069","0.0123674911660777","0.0348672457339986","-0.209203474403992","0.244070720137991","ENSG00000058668.14_3"
"ENSG00000058673.16_3","-1.25","1","2","3","3","2","0.00127064803049555","0.00779220779220779","0.163066497246929","-0.203833121558662","0.366899618805591","ENSG00000058673.16_3"
"ENSG00000059588.9_3","0.581196581196581","0.312765429881066","9","7","7","13","0.0042166720726565","0.00921052631578947","0.457810110745563","0.26607767120255","0.191732439543014","ENSG00000059588.9_3"
"ENSG00000060656.19_3","-1.91666666666667","0.374226006191951","6","5","7","2","0.000729128691213999","0.00948509485094851","0.0768709963022759","-0.147336076246029","0.224207072548305","ENSG00000060656.19_3"
"ENSG00000060718.20_3","-7.75","0.0581235697940504","2","5","14","4","0.00111576011157601","0.0128558310376492","0.0867901972504483","-0.672624028690974","0.759414225941423","ENSG00000060718.20_3"
"ENSG00000064703.11_3","0.166666666666667","1","3","5","4","8","0.00494132180358246","0.0113960113960114","0.433600988264361","0.0722668313773934","0.361334156886967","ENSG00000064703.11_3"
"ENSG00000064886.13_3","0.333333333333333","1","2","2","2","3","0.00391644908616188","0.0114285714285714","0.342689295039164","0.114229765013055","0.22845953002611","ENSG00000064886.13_3"
"ENSG00000065183.15_3","-0.5","1","1","2","3","4","0.00218938149972633","0.00748129675810474","0.292647327130086","-0.146323663565043","0.438970990695129","ENSG00000065183.15_3"
"ENSG00000065526.10_3","-1.71875","0.20806399603258","3","9","29","32","0.00452232899943471","0.0154419595314164","0.29285978830822","-0.503352761154753","0.796212549462973","ENSG00000065526.10_3"
"ENSG00000065600.12_4","0.666666666666667","1","1","1","2","6","0.00759493670886076","0.0103626943005181","0.732911392405063","0.488607594936709","0.244303797468354","ENSG00000065600.12_4"
"ENSG00000066056.13_3","-1.25","0.584033613445378","2","2","9","4","0.00187353629976581","0.0141287284144427","0.132604735883424","-0.16575591985428","0.298360655737705","ENSG00000066056.13_3"
"ENSG00000066135.12_3","-1.1","0.619909502262444","2","3","7","5","0.00241429261226461","0.0151187904967603","0.159688211354073","-0.175657032489481","0.335345243843554","ENSG00000066135.12_3"
"ENSG00000066136.20_3","-2","1","1","1","3","1","0.00111482720178372","0.0132743362831858","0.0839836492010405","-0.167967298402081","0.251950947603122","ENSG00000066136.20_3"
"ENSG00000066185.12_3","-1","1","1","2","2","2","0.00287769784172662","0.012987012987013","0.22158273381295","-0.22158273381295","0.443165467625899","ENSG00000066185.12_3"
"ENSG00000066279.17_3","0.489583333333333","0.40522931000417","3","7","7","32","0.00470311581422693","0.00560897435897436","0.838498362307886","0.410514823213236","0.42798353909465","ENSG00000066279.17_3"
"ENSG00000066294.14_3","1","0.333333333333333","1","0","0","2","0.00289017341040462","0","Inf","Inf","NaN","ENSG00000066294.14_3"
"ENSG00000066322.14_3","1","1","1","0","1","1","0.00181488203266788","0.00757575757575758","0.23956442831216","0.23956442831216","0","ENSG00000066322.14_3"
"ENSG00000066557.5_3","-1.66666666666667","1","1","2","4","3","0.00263388937664618","0.016597510373444","0.158691834942932","-0.264486391571554","0.423178226514486","ENSG00000066557.5_3"
"ENSG00000067208.14_3","0","1","2","2","3","3","0.00186451211932878","0.00977198697068404","0.190801740211311","0","0.190801740211311","ENSG00000067208.14_3"
"ENSG00000067334.13_3","-3","0.523809523809524","1","4","2","2","0.00134138162307176","0.00701754385964912","0.191146881287726","-0.573440643863179","0.764587525150905","ENSG00000067334.13_3"
"ENSG00000067533.5_3","1","0.333333333333333","1","0","1","4","0.00701754385964912","0.00943396226415094","0.743859649122807","0.743859649122807","0","ENSG00000067533.5_3"
"ENSG00000067606.16_3","1","1","1","0","4","1","0.00125944584382872","0.024390243902439","0.0516372795969773","0.0516372795969773","0","ENSG00000067606.16_3"
"ENSG00000067704.9_3","-5.75","0.25","1","3","9","4","0.00200702458605118","0.0197368421052632","0.10168924569326","-0.584713162736244","0.686402408429503","ENSG00000067704.9_3"
"ENSG00000069702.10_3","-2.33333333333333","0.218306636155606","3","5","12","6","0.00360576923076923","0.0297766749379653","0.12109375","-0.282552083333333","0.403645833333333","ENSG00000069702.10_3"
"ENSG00000069712.12_2","-1.05882352941176","1","1","7","5","17","0.00612391930835735","0.00889679715302491","0.688328530259366","-0.728818443804035","1.4171469740634","ENSG00000069712.12_2"
"ENSG00000070759.16_3","1","1","1","0","2","2","0.00183654729109275","0.00701754385964912","0.261707988980716","0.261707988980716","0","ENSG00000070759.16_3"
"ENSG00000070785.16_3","1","1","1","1","0","1","0.00113765642775882","0","Inf","Inf","NaN","ENSG00000070785.16_3"
"ENSG00000070886.11_3","-0.571428571428571","0.697940503432494","5","5","11","7","0.00368421052631579","0.0197841726618705","0.18622009569378","-0.106411483253589","0.292631578947368","ENSG00000070886.11_3"
"ENSG00000072694.20_3","-1","1","1","1","2","1","0.00165016501650165","0.0127388535031847","0.12953795379538","-0.12953795379538","0.259075907590759","ENSG00000072694.20_3"
"ENSG00000073756.11_3","1","0.333333333333333","1","0","0","2","0.00170648464163823","0","Inf","Inf","NaN","ENSG00000073756.11_3"
"ENSG00000074964.16_3","-2.55555555555556","0.155187445510026","3","8","16","12","0.00496277915632754","0.0240963855421687","0.205955334987593","-0.526330300523849","0.732285635511442","ENSG00000074964.16_3"
"ENSG00000075391.16_3","-2","0.505494505494505","1","1","9","3","0.00122199592668024","0.015817223198594","0.0772572980312288","-0.154514596062458","0.231771894093686","ENSG00000075391.16_3"
"ENSG00000075945.12_3","-2","1","2","2","3","1","0.000652315720808871","0.0104166666666667","0.0626223091976517","-0.125244618395303","0.187866927592955","ENSG00000075945.12_3"
"ENSG00000076356.6_3","-19.25","0.000731892118456903","4","9","18","2","0.000557258289217052","0.0194174757281553","0.0286988018946782","-0.552451936472555","0.581150738367233","ENSG00000076356.6_3"
"ENSG00000076864.19_3","-0.3125","1","4","3","7","4","0.00271186440677966","0.0202312138728324","0.134043583535109","-0.0418886198547216","0.175932203389831","ENSG00000076864.19_3"
"ENSG00000077152.9_3","1","1","1","1","0","1","0.00257731958762887","0","Inf","Inf","NaN","ENSG00000077152.9_3"
"ENSG00000077157.21_3","-1","1","1","2","4","4","0.00199501246882793","0.00809716599190283","0.246384039900249","-0.246384039900249","0.492768079800499","ENSG00000077157.21_3"
"ENSG00000077254.14_4","0.777777777777778","0.523809523809524","3","1","2","3","0.00161725067385445","0.00550964187327824","0.293530997304582","0.228301886792453","0.0652291105121294","ENSG00000077254.14_4"
"ENSG00000077522.12_3","-1.5","1","2","1","5","1","0.000579038795599305","0.0144092219020173","0.0401852924145918","-0.0602779386218877","0.100463231036479","ENSG00000077522.12_3"
"ENSG00000078618.21_3","-2.33333333333333","0.361848059061681","4","5","8","3","0.00125628140703518","0.0162271805273834","0.0774183417085427","-0.180642797319933","0.258061139028476","ENSG00000078618.21_3"
"ENSG00000078900.14_3","1","0.0463768115942029","5","0","9","11","0.00848111025443331","0.03125","0.271395528141866","0.271395528141866","0","ENSG00000078900.14_3"
"ENSG00000079335.18_3","0.8125","0.292929292929293","4","3","1","4","0.00329489291598023","0.00373134328358209","0.883031301482702","0.717462932454695","0.165568369028007","ENSG00000079335.18_3"
"ENSG00000081019.13_3","-1","1","4","2","4","1","0.000643915003219575","0.0105820105820106","0.0608499678042498","-0.0608499678042498","0.1216999356085","ENSG00000081019.13_3"
"ENSG00000081026.18_3","0.428571428571429","0.643665158371041","3","4","3","7","0.00241879751209399","0.00454545454545455","0.532135452660677","0.22805805114029","0.304077401520387","ENSG00000081026.18_3"
"ENSG00000081237.18_3","0.365079365079365","0.672020217561014","3","5","8","21","0.00816167897396036","0.0150943396226415","0.540711232024874","0.197402513278922","0.343308718745952","ENSG00000081237.18_3"
"ENSG00000081248.10_3","-1.8","0.20414721472977","4","12","14","15","0.00418410041841004","0.016260162601626","0.257322175732218","-0.463179916317992","0.720502092050209","ENSG00000081248.10_3"
"ENSG00000081277.12_3","-47","0.00874125874125874","1","6","8","1","0.000700280112044818","0.023121387283237","0.0302871148459384","-1.4234943977591","1.45378151260504","ENSG00000081277.12_3"
"ENSG00000081692.12_3","-1.5","0.604395604395604","1","5","3","6","0.00671892497200448","0.0127118644067797","0.528555431131019","-0.792833146696528","1.32138857782755","ENSG00000081692.12_3"
"ENSG00000081985.10_3","-0.75","0.680172297752053","4","6","7","6","0.00352526439482961","0.0186170212765957","0.189357058922276","-0.142017794191707","0.331374853113984","ENSG00000081985.10_3"
"ENSG00000082497.11_3","1","1","1","1","0","2","0.00284495021337127","0","Inf","Inf","NaN","ENSG00000082497.11_3"
"ENSG00000082512.14_3","1","0.333333333333333","1","0","2","6","0.00556586270871985","0.0103626943005181","0.537105751391466","0.537105751391466","0","ENSG00000082512.14_3"
"ENSG00000083444.16_3","-0.8","0.642414860681115","3","3","9","5","0.00365230094959825","0.0263157894736842","0.138787436084733","-0.111029948867787","0.24981738495252","ENSG00000083444.16_3"
"ENSG00000084636.17_3","-0.96875","0.460068649885584","4","9","7","8","0.00255836264790534","0.00678294573643411","0.377175750376902","-0.365389008177623","0.742564758554525","ENSG00000084636.17_3"
"ENSG00000084652.15_3","1","1","1","0","4","2","0.00193798449612403","0.0167364016736402","0.115794573643411","0.115794573643411","0","ENSG00000084652.15_3"
"ENSG00000085433.15_3","-2","1","1","1","3","1","0.000554323725055432","0.00753768844221105","0.073540280857354","-0.147080561714708","0.220620842572062","ENSG00000085433.15_3"
"ENSG00000085465.12_3","-2.14285714285714","0.402560455192034","1","11","6","21","0.0158251695553881","0.0171428571428571","0.923134890730972","-1.97814619442351","2.90128108515448","ENSG00000085465.12_3"
"ENSG00000085552.16_3","-4.66666666666667","0.164222873900293","1","4","17","12","0.00545702592087312","0.022972972972973","0.23754112832036","-1.10852526549501","1.34606639381537","ENSG00000085552.16_3"
"ENSG00000085831.15_3","1","1","1","0","4","3","0.00254885301614274","0.0151515151515152","0.168224299065421","0.168224299065421","0","ENSG00000085831.15_3"
"ENSG00000085832.16_4","-1.66666666666667","0.592074592074592","3","4","4","2","0.00114025085518814","0.0107238605898123","0.106328392246294","-0.177213987077157","0.283542379323451","ENSG00000085832.16_4"
"ENSG00000085840.12_3","-1.72727272727273","0.621385479509049","1","6","5","11","0.00670731707317073","0.0120772946859903","0.555365853658537","-0.959268292682927","1.51463414634146","ENSG00000085840.12_3"
"ENSG00000085998.13_3","0.5","1","1","2","1","4","0.002708192281652","0.00292397660818713","0.926201760324983","0.463100880162492","0.463100880162492","ENSG00000085998.13_3"
"ENSG00000085999.11_3","-2","0.575757575757576","1","3","4","4","0.00284292821606254","0.0116279069767442","0.244491826581379","-0.488983653162758","0.733475479744137","ENSG00000085999.11_3"
"ENSG00000086015.20_3","-0.333333333333333","1","6","8","7","7","0.00202487706103558","0.00747065101387407","0.271044258027191","-0.0903480860090637","0.361392344036255","ENSG00000086015.20_3"
"ENSG00000086619.13_3","0.6","1","1","2","1","5","0.00553097345132743","0.00561797752808989","0.984513274336283","0.59070796460177","0.393805309734513","ENSG00000086619.13_3"
"ENSG00000088280.18_3","0.166666666666667","1","3","2","5","4","0.00229226361031519","0.0118203309692671","0.193925501432665","0.0323209169054441","0.161604584527221","ENSG00000088280.18_3"
"ENSG00000090020.10_3","1","0.157657657657658","2","0","13","22","0.0143135979180221","0.0308056872037915","0.464641409338872","0.464641409338872","0","ENSG00000090020.10_3"
"ENSG00000090432.6_3","1","1","3","0","2","1","0.00151057401812689","0.0118343195266272","0.127643504531722","0.127643504531722","0","ENSG00000090432.6_3"
"ENSG00000091483.6_3","1","1","1","0","3","4","0.00397219463753724","0.0116279069767442","0.341608738828203","0.341608738828203","0","ENSG00000091483.6_3"
"ENSG00000092621.12_4","-3","1","1","1","4","1","0.000884173297966401","0.0178571428571429","0.0495137046861185","-0.148541114058355","0.198054818744474","ENSG00000092621.12_4"
"ENSG00000092850.11_3","1","0.428571428571428","2","0","2","3","0.00376884422110553","0.0101010101010101","0.373115577889447","0.373115577889447","0","ENSG00000092850.11_3"
"ENSG00000092978.10_3","0","1","1","2","1","2","0.00190657769304099","0.0045662100456621","0.417540514775977","0","0.417540514775977","ENSG00000092978.10_3"
"ENSG00000094963.13_3","-10.6666666666667","0.118881118881119","1","7","5","3","0.00287907869481766","0.0216450216450216","0.133013435700576","-1.41880998080614","1.55182341650672","ENSG00000094963.13_3"
"ENSG00000094975.13_3","0.571428571428571","0.58041958041958","2","3","2","7","0.00256222547584187","0.0032","0.800695461200586","0.457540263543192","0.343155197657394","ENSG00000094975.13_3"
"ENSG00000097033.14_3","1","1","1","0","0","1","0.00130718954248366","0","Inf","Inf","NaN","ENSG00000097033.14_3"
"ENSG00000097046.12_3","1","0.333333333333333","1","0","0","2","0.00177619893428064","0","Inf","Inf","NaN","ENSG00000097046.12_3"
"ENSG00000097096.8_3","-3.71428571428571","0.211652548415618","1","11","6","14","0.00604490500863558","0.0113207547169811","0.533966609096143","-1.98330454807139","2.51727115716753","ENSG00000097096.8_3"
"ENSG00000099260.10_3","0.777777777777778","0.523809523809524","3","2","1","3","0.00271739130434783","0.00497512437810945","0.546195652173913","0.42481884057971","0.121376811594203","ENSG00000099260.10_3"
"ENSG00000107404.19_3","-39","0.010989010989011","1","5","8","1","0.000757575757575758","0.0207253886010363","0.0365530303030303","-1.42556818181818","1.46212121212121","ENSG00000107404.19_3"
"ENSG00000116128.10_3","-0.333333333333333","1","3","4","3","3","0.00105337078651685","0.003690036900369","0.285463483146067","-0.0951544943820224","0.38061797752809","ENSG00000116128.10_3"
"ENSG00000116138.12_3","-0.8","1","1","3","3","5","0.00333333333333333","0.00946372239747634","0.352222222222222","-0.281777777777778","0.634","ENSG00000116138.12_3"
"ENSG00000116141.15_3","0.5","1","2","3","2","6","0.0038659793814433","0.0056657223796034","0.682345360824742","0.341172680412371","0.341172680412371","ENSG00000116141.15_3"
"ENSG00000116147.16_3","-3.4","0.115321039170817","3","6","11","5","0.00190114068441065","0.0163447251114413","0.11631524369167","-0.395471828551676","0.511787072243346","ENSG00000116147.16_3"
"ENSG00000116151.13_4","-2","0.584615384615385","1","3","6","6","0.00623052959501558","0.0223048327137546","0.279335410176532","-0.558670820353063","0.838006230529595","ENSG00000116151.13_4"
"ENSG00000116171.17_3","1","1","1","0","2","2","0.00180995475113122","0.00829875518672199","0.218099547511312","0.218099547511312","0","ENSG00000116171.17_3"
"ENSG00000116183.10_3","-1.4","0.624355005159959","1","6","4","10","0.00289017341040462","0.004739336492891","0.609826589595376","-0.853757225433526","1.4635838150289","ENSG00000116183.10_3"
"ENSG00000116191.17_3","0.5","1","1","1","1","2","0.00172562553925798","0.00421940928270042","0.408973252804142","0.204486626402071","0.204486626402071","ENSG00000116191.17_3"
"ENSG00000116194.12_3","0.75","1","1","1","1","4","0.00410677618069815","0.00546448087431694","0.751540041067762","0.563655030800821","0.18788501026694","ENSG00000116194.12_3"
"ENSG00000116198.12_3","0.222222222222222","1","3","2","7","6","0.00336700336700337","0.0178117048346056","0.189033189033189","0.0420073753407087","0.14702581369248","ENSG00000116198.12_3"
"ENSG00000116199.11_3","0","1","1","2","2","4","0.00508905852417303","0.0104166666666667","0.488549618320611","0","0.488549618320611","ENSG00000116199.11_3"
"ENSG00000116205.12_3","1","1","1","2","0","1","0.00217391304347826","0","Inf","Inf","NaN","ENSG00000116205.12_3"
"ENSG00000116213.15_3","0.5","1","3","2","3","4","0.00450958286358512","0.0135135135135135","0.333709131905299","0.166854565952649","0.166854565952649","ENSG00000116213.15_3"
"ENSG00000116218.12_3","0.75","1","4","1","1","1","0.00136986301369863","0.00490196078431373","0.279452054794521","0.20958904109589","0.0698630136986301","ENSG00000116218.12_3"
"ENSG00000116254.17_3","0.301587301587302","0.717831406877207","7","4","11","9","0.00240320427236315","0.013126491646778","0.183080470930938","0.0552147452013941","0.127865725729544","ENSG00000116254.17_3"
"ENSG00000116260.16_3","0.625","0.61451048951049","4","3","3","6","0.00422832980972516","0.00728155339805825","0.580690627202255","0.362931642001409","0.217758985200846","ENSG00000116260.16_3"
"ENSG00000116266.10_3","1","1","1","0","1","1","0.000864304235090752","0.00442477876106195","0.19533275713051","0.19533275713051","0","ENSG00000116266.10_3"
"ENSG00000116299.16_3","0.375","0.695097590523624","6","5","6","8","0.00402010050251256","0.0120481927710843","0.333668341708543","0.125125628140704","0.208542713567839","ENSG00000116299.16_3"
"ENSG00000116329.10_3","-1.5","1","1","1","5","2","0.00284495021337127","0.0227272727272727","0.125177809388336","-0.187766714082504","0.312944523470839","ENSG00000116329.10_3"
"ENSG00000116337.15_4","0.3","1","1","2","7","20","0.0118203309692671","0.0176767676767677","0.668693009118541","0.200607902735562","0.468085106382979","ENSG00000116337.15_4"
"ENSG00000116353.15_3","0","1","1","3","1","3","0.00418994413407821","0.0048780487804878","0.858938547486033","0","0.858938547486033","ENSG00000116353.15_3"
"ENSG00000116455.13_3","1","1","2","0","5","2","0.00302571860816944","0.0263157894736842","0.114977307110439","0.114977307110439","0","ENSG00000116455.13_3"
"ENSG00000116514.16_3","1","1","3","0","3","1","0.000705218617771509","0.00817438692098093","0.0862717442407146","0.0862717442407146","0","ENSG00000116514.16_3"
"ENSG00000116539.12_3","-1.85714285714286","0.410983981693364","3","6","10","7","0.00121866295264624","0.00784929356357928","0.155257660167131","-0.2883356545961","0.443593314763231","ENSG00000116539.12_3"
"ENSG00000116544.11_3","-2","1","1","1","6","2","0.00107700592353258","0.0109689213893967","0.0981870400287202","-0.19637408005744","0.294561120086161","ENSG00000116544.11_3"
"ENSG00000116584.17_3","0.8125","0.505494505494505","2","1","3","8","0.00420388859695218","0.00569259962049336","0.7384830968646","0.600017516202487","0.138465580662112","ENSG00000116584.17_3"
"ENSG00000116604.17_3","1","1","3","0","2","1","0.00100603621730382","0.00689655172413793","0.145875251509054","0.145875251509054","0","ENSG00000116604.17_3"
"ENSG00000116641.17_3","-4.625","0.179024636690541","1","5","9","8","0.00193190050712388","0.00985761226725082","0.195980573667123","-0.906410153210443","1.10239072687757","ENSG00000116641.17_3"
"ENSG00000116649.9_3","1","1","1","0","2","1","0.00172117039586919","0.013986013986014","0.123063683304647","0.123063683304647","0","ENSG00000116649.9_3"
"ENSG00000116668.12_3","0.571428571428571","1","1","3","1","7","0.00397501419647927","0.00313479623824451","1.26802952867689","0.724588302101079","0.543441226575809","ENSG00000116668.12_3"
